>OSTLU_14894
3.A.1.205.11 - Evalue: 5.14353E-43	[TI3000980, TI3001052, TI3000983]
2.A.29.2.9 - Evalue: 3.91183E-11	[TR2900066, TR2900000, TR2900065, TR2900064, TR2900069, TR2900068, TR2900067, TR2900001, TR2900080, TR2900061, TR2900009, TR2900055, TR2900077, TR2900054, TR2900076, TR2900075, TR2900053, TR2900074, TR2900059, TR2900015, TR2900058, TR2900079, TR2900078, TR2900073, TR2900072, TR2900071, TR2900070]
2.A.29.8.3 - Evalue: 1.02964E-21	[TI2903731, TI2903652, TI2903730, TI2903728, TI2903729]
2.A.29.6.2 - Evalue: 4.32706E-11	[TR2900088, TR2900087, TR2900086, TR2900089, TR2900091, TR2900090, TR2900084]
2.A.29.8.14 - Evalue: 1.68682E-10	[TR2000242]
2.A.29.8.1 - Evalue: 9.13442E-23	[TI2903731, TI2903652, TI2903730, TI2903728, TI2903729]
2.A.29.4.5 - Evalue: 9.79516E-13	[TR2000009]
2.A.29.24.1 - Evalue: 2.12374E-19	[TZ2900012]
2.A.29.2.1 - Evalue: 6.90442E-11	[TR2918316, TR2918312, TR2918315, TR2918314, TR2918311]
2.A.29.10.11 - Evalue: 2.41715E-21	[TR2900088, TR2918320, TR2900128, TR2918322, TR2918321, TR2900084]
2.A.29.10.10 - Evalue: 2.43638E-26	[TR2900088, TR2918320, TR2900128, TR2918322, TR2918321, TR2900084]

>OSTLU_94245
2.A.19.4.13 - Evalue: 1.26009E-8	[TZ2900001, TZ2900000]
2.A.19.4.12 - Evalue: 2.42756E-18	[TZ2900001, TZ2900000]
2.A.19.4.8 - Evalue: 3.51757E-25	[TZ2900001, TZ2900003]
2.A.19.4.7 - Evalue: 3.57886E-30	[TZ2900001, TZ2900003, TZ2900000, TR2000030]

>OSTLU_38427
3.A.9.1.1 - Evalue: 1.00023E-12	[TO0023944, TO0023943, TO0000740]

>OSTLU_35279
3.A.1.121.3 - Evalue: 4.26552E-22	[TO3001048, TI3000299]
3.A.1.2.20 - Evalue: 7.62141E-13	[TO3000160, TO3000162, TO3000304, TO3000216]
3.A.1.120.1 - Evalue: 4.83181E-21	[TI3000826, TO3001484, TI3000907, TO3002175, TI3000828, TO3002174, TI3000940, TO3001521, TO3001443, TI3000862, TI3000784, TO3001486, TO3001569, TI3000986, TI3000820, TO3001637, TO3001516, TO3001515, TI3000792, TI3000790, TO3001590, TI3000814, TI3000857, TO3001550, TO3001670, TO3001593, TO3001472, TI3000818, TO3001591, TO3001433, TI3000896, TI3000774, TO3001476, TI3000894, TO3001558, TI3000856, TO3001556, TI3000974, TO3001478, TI3000930, TO3001504, TO3001669, TO3001625, TO3001427, TI3001031, TI3000925, TI3000725, TI3000846, TI3000809, TI3000928, TO3001383, TI3000927, TI3000962, TI3000884, TO3001585, TO3001662, TI3000922, TI3000768, TO3001668, TI3001652, TI3000888, TO3001468, TO3001544, TO3001588, TO3001619, TI3000914, TI3000836, TI3000912, TI3000956, TO3001451, TO3001494, TI3000874, TI3000797, TO3001532, TO3001575, TI3000873, TO3001574, TO3001650, TI3000911, TI3001003, TI3001004, TI3001005, TI3000997, TO3001698, TO3001577, TO3001533, TO3001456, TI3001651, TO3001449, TO3001603]

>OSTLU_27409
2.A.55.2.18 - Evalue: 7.17886E-93	[TI1000560, TI1000131, TI1900004, TI1020864]
2.A.55.2.19 - Evalue: 7.38106E-116	[TO1900246, TO1000131, TO1000560, TO1020864]
2.A.55.2.21 - Evalue: 9.02916E-86	[TO1900246, TO1000560, TO1000131, TO1020864]
2.A.55.1.1 - Evalue: 2.73282E-52	[TO1000030]
2.A.55.1.2 - Evalue: 7.46589E-53	[TO1000030]
2.A.55.2.2 - Evalue: 6.31167E-83	[TO1900246, TO1000131, TO1000560, TO1020864]
2.A.55.3.1 - Evalue: 5.24342E-71	[TO1000030, TO1900244]
2.A.55.1.3 - Evalue: 4.43595E-51	[TR1900007]
2.A.55.2.20 - Evalue: 1.02788E-81	[TI1000131, TI1000560, TI1900004, TI1020864]
2.A.55.1.6 - Evalue: 5.8931E-51	[TI1000560, TI1000131, TI1900004, TI1020864]
2.A.55.3.7 - Evalue: 1.68361E-69	[TO1900246, TO1000560, TO1000131, TO1020864]
2.A.55.2.8 - Evalue: 3.1482E-28	[TI1000560, TI1000131, TI1900004, TI1020864]

>OSTLU_37212
1.A.4.6.1 - Evalue: 1.72124E-14	[TO0000205, TO0000063]
1.A.4.6.3 - Evalue: 3.88908E-15	[TO0020864, TO0000058, TO0000013, TO0009693, TO0000034, TO0000254, TO0009695, TO0000131, TO0000030, TO0010516, TO0004100, TO0000560, TO0001012, TO0000740, TO0017321, TO0023944, TO0023943, TO0000205, TO0000149, TO0000244, TO0000021, TO0000063, TO0004097, TO0000531, TO0000971, TO0020429]
1.A.4.7.2 - Evalue: 1.40525E-13	[TR0020429, TR0020864, TR0004100, TR0009695, TR0000063, TR0009693, TR0001012, TR0000021, TR0000560, TR0000740, TR0000244, TR0023943, TR0000205, TR0023944, TR0000149, TR0004097, TR0010516, TR0000030, TR0000254, TR0000034, TR0000131, TR0000531, TR0000058, TR0000971, TR0000013, TR0017321]
1.A.4.7.1 - Evalue: 9.22784E-12	[TR0000063]
1.A.4.6.2 - Evalue: 1.68646E-11	[TO0020864, TO0000058, TO0009693, TO0000013, TO0000254, TO0000034, TO0009695, TO0000131, TO0000030, TO0010516, TO0004100, TO0000560, TO0001012, TO0000740, TO0017321, TO0023944, TO0023943, TO0000205, TO0000149, TO0000244, TO0000021, TO0000063, TO0004097, TO0000531, TO0000971, TO0020429]
1.A.4.6.5 - Evalue: 9.15417E-15	[TO0000063]
1.A.4.7.3 - Evalue: 3.94658E-15	[TO0000063]
1.A.4.6.4 - Evalue: 1.35517E-10	[TO0020864, TO0000058, TO0009693, TO0000013, TO0000034, TO0000254, TO0009695, TO0000131, TO0000030, TO0010516, TO0004100, TO0000560, TO0001012, TO0000740, TO0017321, TO0023944, TO0023943, TO0000205, TO0000149, TO0000244, TO0000021, TO0000063, TO0004097, TO0000531, TO0000971, TO0020429]
1.A.4.6.7 - Evalue: 1.50596E-12	[TO0020864, TO0000058, TO0000013, TO0009693, TO0000034, TO0000254, TO0009695, TO0000131, TO0000030, TO0010516, TO0004100, TO0000560, TO0001012, TO0000740, TO0017321, TO0023944, TO0023943, TO0000205, TO0000149, TO0000244, TO0000021, TO0000063, TO0004097, TO0000531, TO0000971, TO0020429]
1.A.4.6.6 - Evalue: 4.77415E-8	[TO0020864, TO0000058, TO0009693, TO0000013, TO0000254, TO0000034, TO0009695, TO0000131, TO0000030, TO0010516, TO0004100, TO0000560, TO0001012, TO0000740, TO0023944, TO0017321, TO0023943, TO0000205, TO0000149, TO0000244, TO0000021, TO0000063, TO0004097, TO0000971, TO0000531, TO0020429]

>OSTLU_35397
3.A.2.2.2 - Evalue: 1.16723E-11	[TR3000005, TR3000006]
3.A.2.2.3 - Evalue: 1.86247E-10	[TX3000000, TR3000005, TR3000006]
3.A.2.2.6 - Evalue: 1.34458E-23	[TR3000005, TR3000006]
3.A.2.2.7 - Evalue: 6.52319E-15	[TR3000005, TR3000006]
3.A.2.2.5 - Evalue: 2.58025E-88	[TI3000010, TR3000005, TR3000006]
3.A.2.2.8 - Evalue: 5.67602E-54	[TR3000005, TR3000006]
3.A.2.2.9 - Evalue: 8.30006E-56	[TR3000005, TR3000006]

>OSTLU_13482
3.A.8.1.1 - Evalue: 1.44401E-19	[TO0023944, TO0023943, TO0000740]

>OSTLU_94483
1.A.1.23.2 - Evalue: 3.98116E-34	[TO0000205]

>OSTLU_8510
1.A.54.3.1 - Evalue: 1.15409E-14	[TR0020429, TR0020864, TR0004100, TR0009695, TR0000063, TR0009693, TR0001012, TR0000021, TR0000560, TR0000740, TR0000244, TR0023943, TR0000205, TR0023944, TR0000149, TR0004097, TR0000030, TR0010516, TR0000254, TR0000034, TR0000131, TR0000058, TR0000971, TR0000531, TR0000013, TR0017321]
1.A.54.3.2 - Evalue: 1.09583E-13	[TR0020429, TR0020864, TR0004100, TR0000063, TR0009695, TR0009693, TR0001012, TR0000560, TR0000021, TR0000740, TR0000244, TR0023943, TR0000205, TR0023944, TR0000149, TR0004097, TR0000030, TR0010516, TR0000034, TR0000254, TR0000131, TR0000971, TR0000531, TR0000058, TR0000013, TR0017321]
1.A.54.3.3 - Evalue: 1.96431E-18	[TR0020429, TR0020864, TR0004100, TR0009695, TR0000063, TR0009693, TR0001012, TR0000560, TR0000021, TR0000740, TR0000244, TR0023943, TR0000205, TR0023944, TR0000149, TR0004097, TR0010516, TR0000030, TR0000034, TR0000254, TR0000131, TR0000971, TR0000058, TR0000531, TR0000013, TR0017321]
1.A.54.3.4 - Evalue: 7.99428E-26	[TR0020429, TR0020864, TR0004100, TR0000063, TR0009695, TR0009693, TR0001012, TR0000021, TR0000560, TR0000740, TR0000244, TR0023943, TR0000205, TR0023944, TR0000149, TR0004097, TR0000030, TR0010516, TR0000034, TR0000254, TR0000131, TR0000531, TR0000058, TR0000971, TR0000013, TR0017321]

>OSTLU_25107
2.A.29.14.5 - Evalue: 6.09751E-14	[TR2000023, TR2000186]
2.A.29.12.5 - Evalue: 6.69143E-8	[TR2000010]
2.A.29.16.2 - Evalue: 1.51688E-9	[TR2918357, TR2918356, TR2918353, TR2918355, TR2918354]
2.A.29.12.6 - Evalue: 4.49394E-9	[TR2000010]
2.A.29.14.1 - Evalue: 1.95419E-14	[TR2918327, TR2918325]
2.A.29.14.2 - Evalue: 6.35998E-14	[TR2300041, TR2300023, TR2300186]
2.A.29.10.3 - Evalue: 2.0681E-10	[TR2000393]
2.A.29.13.1 - Evalue: 1.2005E-17	[TO2903041, TI2903796]
2.A.29.11.3 - Evalue: 2.12263E-12	[TR2900044, TR2900047, TR2900046]
2.A.29.10.2 - Evalue: 9.00598E-16	[TR2000393]
2.A.29.1.10 - Evalue: 4.6524E-10	[TR2000128]
2.A.29.8.6 - Evalue: 8.55012E-13	[TR2900033, TR2900032, TR2900031, TR2900035, TR2900034, TR2900005]
2.A.29.7.5 - Evalue: 7.7712E-15	[TR2000137]
2.A.29.2.4 - Evalue: 9.86436E-17	[TR2900022, TR2900021, TR2900020, TR2900026, TR2900015, TR2900014, TR2900025, TR2900024, TR2900023, TR2900019, TR2900018, TR2900017, TR2900028, TR2900016, TR2900027]
2.A.29.3.4 - Evalue: 1.79504E-23	[TZ2900012]
2.A.29.3.1 - Evalue: 4.76402E-29	[TR2003176, TR2005235, TR2005232, TR2004541, TR2008869, TR2003851, TR2005238, TR2003850, TR2008505, TR2005514, TR2002247, TR2003852, TR2019482, TR2001951, TR2005515, TR2002800, TR2019480, TR2019481, TR2019486, TR2020869, TR2015041, TR2020876, TR2020877, TR2020873, TR2020874, TR2000188, TR2020870, TR2005230, TR2005231, TR2015608, TR2005196, TR2002592, TR2003560, TR2002077, TR2010533, TR2002873, TR2003566, TR2001788, TR2020918, TR2003846, TR2005229, TR2003848, TR2003847, TR2001945, TR2003849, TR2002905, TR2000728, TR2002907, TR2016301, TR2000214, TR2021175, TR2000211, TR2021176, TR2010528, TR2009612, TR2001179, TR2002786, TR2000487, TR2012347, TR2019461, TR2002823, TR2002946, TR2015541, TR2015025, TR2015027, TR2005495, TR2011801, TR2002531, TR2005489, TR2000597, TR2001961, TR2012456, TR2002534, TR2002936, TR2000903, TR2020867, TR2015036, TR2015037, TR2005278, TR2010504, TR2002042, TR2005276, TR2005277, TR2012523, TR2001113, TR2016290, TR2016292, TR2002846, TR2019326, TR2015640, TR2020674, TR2016337, TR2005274, TR2005275, TR2011827, TR2001464, TR2003641, TR2001465, TR2001741, TR2000534, TR2001107, TR2000536, TR2016341, TR2016342, TR2002949, TZ2900012, TR2016466, TR2015016, TR2016349, TR2015536, TR2010526, TR2009658, TR2001130, TR2010524, TR2003554, TR2010520, TR2003555, TR2001138, TR2012660, TR2000966, TR2000049, TR2015622, TR2003541, TR2021070, TR2005200, TR2003540, TR2001122, TR2014713, TR2014712, TR2000552, TR2011684, TR2000675, TR2001126, TR2000797, TR2012496, TR2016327, TR2021110, TR2001080, TR2005280, TR2001480, TR2010507]
2.A.29.2.2 - Evalue: 7.75593E-45	[TR2900000, TR2900055, TR2900054, TR2900053, TR2900063, TR2900015, TR2900059, TR2900058, TR2900057, TR2900001, TR2900056, TR2900062, TR2900061, TR2900060]
2.A.29.2.3 - Evalue: 1.56447E-30	[TO2903031, TO2903030, TI2903790, TI2903753, TI2903754, TI2903751, TI2903757, TI2903758, TI2903759, TO2903026, TO2903025, TI2903782, TI2903783, TI2903781, TI2903742, TI2903786, TI2903787, TI2903743, TI2903784, TI2903740, TI2903741, TI2903785, TI2903746, TO2903028, TI2903747, TO2903027, TI2903788, TI2903744, TI2903789, TO2903029, TI2903745, TI2903748, TI2903749, TI2903771, TI2903772, TI2903770, TI2903775, TI2903773, TI2903774, TI2903779, TI2903778, TI2903739, TI2903737, TI2903738, TI2903761, TI2903764, TI2903765, TI2903763, TI2903766]
2.A.29.9.1 - Evalue: 8.73123E-8	[TR2900033, TR2900032, TR2900031]
2.A.29.2.8 - Evalue: 5.37945E-17	[TR2900000, TR2900022, TR2900020, TR2900025, TR2900023, TR2900001, TR2918349, TR2918329, TR2918346, TR2918345, TR2918348, TR2000269, TR2918347, TR2918342, TR2918341, TR2000024, TR2900028, TR2918344, TR2918343, TR2918340, TR2900054, TR2900053, TR2900015, TR2900014, TR2918339, TR2918338, TR2918335, TR2918334, TR2918337, TR2918336, TR2900019, TR2918331, TR2918330, TR2900018, TR2918333, TR2918332, TR2900016]
2.A.29.7.4 - Evalue: 3.0842E-14	[TR2000137]
2.A.29.5.6 - Evalue: 3.91291E-12	[TR2918324]
2.A.29.2.9 - Evalue: 2.34707E-48	[TR2900066, TR2900000, TR2900065, TR2900064, TR2900069, TR2900068, TR2900067, TR2900001, TR2900080, TR2900061, TR2900009, TR2900055, TR2900077, TR2900054, TR2900076, TR2900075, TR2900053, TR2900074, TR2900059, TR2900015, TR2900058, TR2900079, TR2900078, TR2900073, TR2900072, TR2900071, TR2900070]
2.A.29.8.3 - Evalue: 2.53309E-9	[TI2903731, TI2903652, TI2903730, TI2903728, TI2903729]
2.A.29.3.5 - Evalue: 1.7363E-29	[TZ2900012]
2.A.29.7.1 - Evalue: 1.79352E-10	[TR2000061, TR2000137, TR2000036, TR2000353, TR2000386, TR2000331, TR2002812, TR2000130, TR2000260]
2.A.29.2.6 - Evalue: 2.01697E-115	[TR2918391, TR2918390, TR2900025, TR2918409, TR2918408, TR2918404, TR2918406, TR2918401, TR2918368, TR2918400, TR2918389, TR2918403, TR2918369, TR2918402, TR2918386, TR2918364, TR2918363, TR2918366, TR2918388, TR2918344, TR2918343, TR2918381, TR2918362, TR2918384, TR2918361, TR2918383, TR2900054, TR2900053, TR2918379, TR2918378, TR2918397, TR2918374, TR2918396, TR2918399, TR2918410, TR2918376, TR2918398, TR2918371, TR2918392, TR2918373, TR2918394]
2.A.29.8.14 - Evalue: 1.05469E-8	[TR2000242]
2.A.29.6.2 - Evalue: 3.28915E-7	[TR2900088, TR2900087, TR2900086, TR2900089, TR2900091, TR2900090, TR2900084]
2.A.29.7.2 - Evalue: 3.31229E-9	[TR2000061, TR2000137, TR2000386, TR2000130]
2.A.29.2.7 - Evalue: 1.17812E-45	[TR2900066, TR2900065, TR2900064, TR2900074, TR2900059, TR2900058, TR2900069, TR2900068, TR2900067, TR2900080, TR2900073, TR2900072, TR2900070, TR2900009]
2.A.29.8.1 - Evalue: 2.44596E-8	[TI2903731, TI2903652, TI2903730, TI2903728, TI2903729]
2.A.29.23.4 - Evalue: 1.52254E-8	[TR2900128]
2.A.29.24.3 - Evalue: 4.51543E-28	[TZ2900012]
2.A.29.23.3 - Evalue: 5.54216E-8	[TR2900013, TR2900012]
2.A.29.24.1 - Evalue: 3.9956E-24	[TZ2900012]
2.A.29.2.1 - Evalue: 1.48396E-59	[TR2918316, TR2918312, TR2918315, TR2918314, TR2918311]
2.A.29.14.10 - Evalue: 1.95722E-9	[TZ2900000]
2.A.29.10.11 - Evalue: 8.32311E-14	[TR2900088, TR2918320, TR2900128, TR2918322, TR2918321, TR2900084]
2.A.29.10.10 - Evalue: 6.67455E-17	[TR2900088, TR2918320, TR2900128, TR2918322, TR2918321, TR2900084]
2.A.29.2.13 - Evalue: 2.86146E-59	[TR2900000, TR2900001]

>OSTLU_6452
3.A.1.1.6 - Evalue: 8.47796E-12	[TO3000778, TO3000775]
3.A.1.115.1 - Evalue: 2.3128E-17	[TI3000022]
3.A.1.1.8 - Evalue: 8.69243E-15	[TO3000031, TO3000052, TO3000006]
3.A.1.1.3 - Evalue: 6.15193E-17	[TO3000977, TO3002010, TO3002013, TO3002009, TO3001129, TO3002008, TO3000986, TO3002006]
3.A.1.1.4 - Evalue: 5.40793E-16	[TO3000063]
3.A.1.1.5 - Evalue: 8.88385E-14	[TO3000329, TO3000292, TO3000240, TO3000263, TO3000299, TO3000287]
3.A.1.9.3 - Evalue: 1.97345E-16	[TO3000146]
3.A.1.1.46 - Evalue: 3.09841E-15	[TO3000075, TO3000751, TO3000733, TO3000711, TO3000752, TO3000731, TO3000747, TO3000703, TO3000704, TO3000723, TO3000746, TO3000724, TO3000707, TO3000708, TO3000705, TO3000749, TO3000728, TO3000706, TO3000740, TO3000720, TO3000714, TO3000712, TO3000718, TO3000719, TO3000716, TO3000739]
3.A.1.1.49 - Evalue: 2.4464E-16	[TO3000292, TO3000299]
3.A.1.2.17 - Evalue: 6.84538E-14	[TO3001084, TO3001083, TO3001061, TO3001082, TO3001060, TO3001081, TO3001066, TO3001065, TO3001064, TO3001063, TO3001069, TO3001068, TO3001080, TO3001073, TO3001072, TO3001071, TO3001055, TO3001077, TO3001076, TO3001075, TO3001074, TO3001058, TO3001079, TO3001057, TO3001078, TO3001056]
3.A.1.2.16 - Evalue: 8.10299E-12	[TO3000156]
3.A.1.2.11 - Evalue: 1.73606E-13	[TO3000156]
3.A.1.1.45 - Evalue: 6.99013E-17	[TO3000052]
3.A.1.2.13 - Evalue: 2.41338E-11	[TO3000160, TO3000702, TO3000304]
3.A.1.1.1 - Evalue: 4.39298E-19	[TO3000073, TO3000040, TO3000052, TO3000112, TO3000003, TO3000138]
3.A.1.2.18 - Evalue: 1.50925E-11	[TO3000160, TO3000216, TO3000304]
3.A.1.25.7 - Evalue: 8.07193E-14	[TI3001550, TO3000332]
3.A.1.25.6 - Evalue: 2.84344E-23	[TO3000332]
3.A.1.1.38 - Evalue: 1.01937E-14	[TO3001884, TO3001861, TO3001881, TO3001888, TO3001864, TO3001886, TO3001885, TO3001863, TO3001859, TO3001858, TO3001879, TO3001857, TO3001891, TO3001890, TO3001873, TO3001895, TO3001851, TO3001894, TO3001872, TO3001877, TO3001854, TO3001853, TO3001875, TO3001848, TO3001868, TO3001846, TO3001845, TO3001849]
3.A.1.1.31 - Evalue: 7.09991E-16	[TO3000006]
3.A.1.1.34 - Evalue: 3.66891E-15	[TO3000808, TO3001830]
3.A.1.25.3 - Evalue: 2.03883E-17	[TI3001550, TO3000331]
3.A.1.25.2 - Evalue: 9.15993E-13	[TI3001550, TO3000331]
3.A.1.25.5 - Evalue: 4.8067E-22	[TO3000332, TO3000331]
3.A.1.25.4 - Evalue: 1.42503E-20	[TI3001550, TO3000331]
3.A.1.2.6 - Evalue: 1.14561E-15	[TO3000171]
3.A.1.2.8 - Evalue: 1.54414E-13	[TO3000702, TI3000120]
3.A.1.2.1 - Evalue: 3.65067E-12	[TO3000306]
3.A.1.12.9 - Evalue: 1.06444E-19	[TO3000338]
3.A.1.139.2 - Evalue: 5.06835E-18	[TI3000040]
3.A.1.2.2 - Evalue: 1.4584E-16	[TO3000291, TO3000184, TO3000223, TO3000187]
3.A.1.2.3 - Evalue: 1.42399E-11	[TO3000160, TO3000789, TO3000162, TO3000212, TO3000165, TO3000304, TO3000247]
3.A.1.139.1 - Evalue: 7.71168E-17	[TI3001405]
3.A.1.3.10 - Evalue: 4.20097E-19	[TO3001271, TO3000818, TO3001336, TO3001203]
3.A.1.139.4 - Evalue: 1.10813E-14	[TO3000146]
3.A.1.2.9 - Evalue: 3.59474E-14	[TO3000284, TO3000330, TO3000253, TO3000325]
3.A.1.12.5 - Evalue: 6.02041E-17	[TO3000338, TO3001098]
3.A.1.12.4 - Evalue: 8.67571E-15	[TO3000338, TO3000339, TO3000340, TO3000343, TO3000344, TO3000341, TO3000342, TO3000336, TO3000337, TO3000334, TO3000335]
3.A.1.12.7 - Evalue: 5.41744E-12	[TO3000336]
3.A.1.12.6 - Evalue: 3.01182E-18	[TO3000338, TO3001098, TO3001087, TO3000335]
3.A.1.12.1 - Evalue: 3.33404E-20	[TO3000338, TO3000339, TO3001098, TO3000344, TO3000341, TO3000342, TO3000336, TO3001722, TO3001721, TO3000335]
3.A.1.12.3 - Evalue: 1.64482E-13	[TO3000336]
3.A.1.131.1 - Evalue: 7.61952E-12	[TI3000118, TO3001545]
3.A.1.12.2 - Evalue: 6.44766E-18	[TO3000338, TO3000340, TO3000343]
3.A.1.211.1 - Evalue: 2.79406E-14	[TI3000268, TI3000279, TI3000278, TI3000288, TI3000068, TI3000277, TI3000272, TI3000294, TI3000283, TI3000282, TI3000293, TI3000270, TI3000280, TI3000071, TI3000287, TI3000275, TI3000286, TI3000274]
3.A.1.211.2 - Evalue: 3.29945E-15	[TI3000282, TI3002212, TI3002201, TI3002185, TI3002208, TI3002192, TI3002182, TI3002202, TI3002213, TI3002205, TI3001424]
3.A.1.211.3 - Evalue: 9.47731E-13	[TO3000350, TO3000372, TO3000373, TO3000370, TO3000354, TI3000048, TO3000352, TO3000374, TI3000069, TI3000046, TO3000375, TI3000068, TO3000357, TI3000050, TI3000071, TI3000056, TI3000053, TI3000070, TO3000362, TO3000360, TO3000365, TI3000059, TO3000363, TI3000058, TO3000364, TO3000367, TO3000368, TI3000063, TI3000061, TI3000060, TI3000066, TI3000064]
3.A.1.2.27 - Evalue: 7.15554E-13	[TO3000270, TO3000273, TO3000274, TO3000156, TO3000157, TO3000276, TO3000315, TO3000312, TO3000159, TO3000307, TO3000308, TO3000306, TO3000309, TO3000262, TO3000263, TO3000261, TO3000266, TO3000267, TO3000300, TO3000304, TO3000301, TO3000269, TO3000302, TO3000251, TO3000253, TO3000257, TO3000240, TO3000241, TO3000245, TO3000248, TO3000249, TO3000247, TO3000239, TO3000190, TO3000191, TO3000197, TO3000195, TO3000233, TO3000234, TO3000231, TO3000198, TO3000199, TO3000232, TO3000237, TO3000236, TO3000229, TO3000182, TO3000180, TO3000184, TO3000222, TO3000223, TO3000220, TO3000187, TO3000221, TO3000188, TO3000219, TO3000217, TO3000218, TO3000170, TO3000291, TO3000292, TO3000171, TO3000290, TO3000174, TO3000175, TO3000172, TO3000052, TO3000294, TO3000299, TO3000178, TO3000212, TO3000176, TO3000330, TO3000297, TO3000210, TO3000215, TO3000216, TO3000213, TO3000329, TO3000208, TO3000206, TO3000327, TO3000328, TO3000281, TO3000160, TO3000284, TO3000163, TO3000285, TO3000164, TO3000282, TO3000161, TO3000162, TO3000283, TO3000167, TO3000289, TO3000168, TO3000165, TO3000287, TO3000320, TO3000166, TO3000204, TO3000325, TO3000205, TO3000326, TO3000169, TO3000323, TO3000202, TO3000324, TO3000318, TO3000319, TO3000316]
3.A.1.211.5 - Evalue: 3.39888E-18	[TI3000048, TI3000059, TI3000003, TI3000058, TI3000069, TI3000068, TI3000063, TI3000061, TI3000050, TI3000060, TI3000071, TI3000012, TI3000056, TI3000066, TI3000033, TI3000053, TI3000064, TI3000070]
3.A.1.211.6 - Evalue: 2.67924E-12	[TI3001054, TO3000415, TO3000925, TO3001827, TI3001053, TI3000569]
3.A.1.15.11 - Evalue: 5.16161E-17	[TO3000699]
3.A.1.211.9 - Evalue: 1.4928E-19	[TO3000350, TI3000046]
3.A.1.24.4 - Evalue: 6.95823E-17	[TO3000768]
3.A.1.24.3 - Evalue: 1.59114E-19	[TO3000768]
3.A.1.24.6 - Evalue: 1.14763E-19	[TO3001681, TO3001763, TO3001741, TO3001740, TO3001761, TO3001745, TO3001800, TO3001821, TO3001787, TO3001765, TO3001786, TO3001639, TO3001736, TO3000701, TO3001779, TO3001812, TO3001819, TO3001818, TO3001770, TO3001570, TO3001790, TO3001691, TO3001796, TO3001771, TO3001778, TO3001755, TO3001799, TO3001733, TO3001810, TO3001535, TO3001754, TO3001753, TO3001727, TO3001804, TO3001749, TO3001803, TO3001748, TO3001703, TO3001802, TO3001824, TO3001768, TO3001724, TO3001801, TO3001746, TO3001729, TO3001806, TO3001728, TO3001805]
3.A.1.15.15 - Evalue: 8.22627E-12	[TO3001153]
3.A.1.15.14 - Evalue: 9.16984E-16	[TO3001153]
3.A.1.24.5 - Evalue: 2.10314E-15	[TO3001087]
3.A.1.120.2 - Evalue: 1.4432E-11	[TO3001668, TI3001003]
3.A.1.24.2 - Evalue: 1.89477E-17	[TO3000768]
3.A.1.24.1 - Evalue: 8.22316E-14	[TO3000769, TO3000768, TO3000770]
3.A.1.3.4 - Evalue: 5.60674E-13	[TO3000383, TO3000382, TO3000385]
3.A.1.3.6 - Evalue: 4.75613E-12	[TO3002016]
3.A.1.3.7 - Evalue: 2.61177E-15	[TO3001088, TO3000383, TO3001087, TO3002022, TO3001086, TO3000382, TO3000385, TO3000155, TO3001091]
3.A.1.132.9 - Evalue: 3.03625E-18	[TO3000149, TO3000147]
3.A.1.15.5 - Evalue: 9.40699E-15	[TO3000699]
3.A.1.117.3 - Evalue: 1.69686E-13	[TI3000111, TI3000110, TI3000115, TI3000114, TI3000113, TI3000112, TI3000117, TI3000116]
3.A.1.3.2 - Evalue: 6.73328E-15	[TO3001091]
3.A.1.15.8 - Evalue: 8.3425E-19	[TO3000349, TO3001153, TO3000699]
3.A.1.3.3 - Evalue: 6.84923E-15	[TO3000155]
3.A.1.117.1 - Evalue: 1.26531E-17	[TI3000111, TI3000110, TI3000115, TI3000114, TI3000113, TI3000112, TI3000117, TI3000116]
3.A.1.15.7 - Evalue: 2.6019E-11	[TO3000349, TO3001153]
3.A.1.204.22 - Evalue: 1.19295E-11	[TO3000372, TO3000373, TO3000370, TO3000354, TI3000048, TO3000352, TI3000069, TO3000374, TI3000068, TO3000375, TO3000357, TI3000050, TI3000071, TI3000056, TI3000053, TI3000070, TO3000362, TO3000360, TO3000365, TI3000059, TO3000363, TI3000058, TO3000364, TO3000367, TO3000368, TI3000063, TI3000061, TI3000060, TI3000066, TI3000064]
