reference	rast_only	refseq_only	transyt_only	rast_and_refseq	rast_and_transyt	refseq_and_transyt	all_combined	lineage
GCF_000236405.1	0	7	3	25	1	0	10	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
GCF_000344805.1	0	182	30	740	13	16	207	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, Bradyrhizobium oligotrophicum S58
GCF_000007625.1	0	57	3	182	4	4	81	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium tetani E88
GCF_000014045.1	0	77	18	439	8	2	125	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseobacter, Roseobacter denitrificans OCh 114
GCF_000013045.1	0	0	13	0	64	0	0	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidetes Order II. Incertae sedis, Rhodothermaceae, Salinibacter, Salinibacter ruber DSM 13855
GCF_001017435.1	0	196	22	367	9	13	137	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, [Polyangium] brachysporum
GCF_001514455.1	0	108	64	321	13	28	447	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia fonticola
GCF_000017225.1	0	24	3	91	4	4	36	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanococcaceae, Methanococcus, Methanococcus maripaludis C7
GCF_001042635.1	0	38	6	276	5	4	79	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium scardovii JCM 12489 = DSM 13734
GCF_001025155.1	0	21	4	129	3	3	40	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium angulatum DSM 20098 = JCM 7096
GCF_000021545.1	0	33	14	80	1	2	32	Bacteria, Aquificae, Aquificae, Aquificales, Hydrogenothermaceae, Sulfurihydrogenibium, Sulfurihydrogenibium azorense Az-Fu1
GCF_001187785.1	0	87	14	159	8	7	66	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Wenzhouxiangellaceae, Wenzhouxiangella marina
GCF_000306765.2	0	80	9	248	2	11	41	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloferax, Haloferax mediterranei ATCC 33500
GCF_001698225.1	0	88	28	288	3	14	112	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Gordoniaceae, Gordonia terrae
GCF_000340825.1	0	10	4	25	1	0	15	Bacteria, Proteobacteria, Betaproteobacteria, Betaproteobacteria incertae sedis, Candidatus Kinetoplastibacterium, Candidatus Kinetoplastibacterium crithidii TCC036E
GCF_000195315.1	0	39	2	200	3	4	56	Bacteria, Terrabacteria group, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Coriobacterium, Coriobacterium glomerans PW2
GCF_000015285.1	0	60	15	299	12	20	162	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Psychromonas, Psychromonas ingrahamii 37
GCF_000011385.1	0	0	21	0	93	0	0	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Gloeobacteria, Gloeobacterales, Gloeobacteraceae, Gloeobacter, Gloeobacter violaceus PCC 7421
GCF_000178875.2	0	112	38	315	10	23	173	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella baltica OS678
GCF_000319575.2	0	25	10	147	8	4	51	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Spiribacter, Spiribacter salinus M19-40
GCF_000317065.1	0	58	11	166	5	6	59	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Pseudanabaenaceae, Pseudanabaena, Pseudanabaena sp. PCC 7367
GCF_000300295.4	0	73	10	131	10	12	56	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Piscirickettsia, Piscirickettsia salmonis LF-89 = ATCC VR-1361
GCF_000016165.1	0	52	9	176	5	5	106	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum, Desulfotomaculum reducens MI-1
GCF_000017625.1	0	41	8	110	1	2	22	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanoregula, Methanoregula boonei 6A8
GCF_000287335.1	0	5	20	25	3	3	28	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, secondary endosymbiont of Ctenarytaina eucalypti
GCF_000525655.1	0	28	8	133	5	9	61	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium falsenii DSM 44353
GCF_000166395.1	0	107	8	181	4	7	71	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Leadbetterella, Leadbetterella byssophila DSM 17132
GCF_000304355.2	0	44	7	123	2	3	34	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae, Methanoculleus, Methanoculleus bourgensis MS2
GCF_001553195.1	0	9	2	42	1	2	9	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma canis PG 14
GCF_000015225.1	0	24	2	151	4	0	19	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum, Thermofilum pendens Hrk 5
GCF_000010425.1	0	23	5	169	4	3	44	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium adolescentis ATCC 15703
GCF_000024965.1	0	48	14	263	11	6	105	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Promicromonosporaceae, Xylanimonas, Xylanimonas cellulosilytica DSM 15894
GCF_000754275.1	0	33	23	166	8	12	158	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella multocida
GCF_000092365.1	0	33	8	138	3	6	51	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Arcanobacterium, Arcanobacterium haemolyticum DSM 20595
GCF_001444365.1	0	71	20	192	8	11	82	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Colwellia, Colwellia sp. MT41
GCF_000185805.1	0	35	10	78	0	4	25	Bacteria, Aquificae, Aquificae, Desulfurobacteriales, Desulfurobacteriaceae, Thermovibrio, Thermovibrio ammonificans HB-1
GCF_000418365.1	0	31	14	130	5	7	71	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium terpenotabidum Y-11
GCF_000007605.1	0	39	6	60	2	4	31	Bacteria, PVC group, Chlamydiae, Chlamydiia, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia, Chlamydia caviae GPIC
GCF_000026005.1	0	15	2	48	2	2	19	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia, canis group, Ehrlichia ruminantium str. Welgevonden
GCF_000477415.1	0	1	1	20	1	0	2	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma parvum str. Indiana
GCF_000478885.1	0	50	3	122	5	4	45	Bacteria, Terrabacteria group, Actinobacteria, Coriobacteriia, Eggerthellales, Eggerthellaceae, Adlercreutzia, Adlercreutzia equolifaciens DSM 19450
GCF_000183345.1	0	0	130	0	520	0	0	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O83:H1 str. NRG 857C
GCF_000307105.1	0	99	23	320	5	4	58	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacula, Desulfobacula toluolica Tol2
GCF_000761155.1	0	60	22	322	12	18	274	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas rhizosphaerae
GCF_000253055.1	0	37	1	98	1	2	23	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Thermoproteus, Thermoproteus tenax Kra 1
GCF_000145615.1	0	40	8	150	7	1	104	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium, Thermoanaerobacterium thermosaccharolyticum DSM 571
GCF_000024865.1	0	125	23	687	9	17	198	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Streptosporangium, Streptosporangium roseum DSM 43021
GCF_000166295.1	0	106	22	341	8	11	131	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, Marinobacter adhaerens HP15
GCF_000006745.1	0	0	48	0	234	0	0	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio cholerae, Vibrio cholerae O1, Vibrio cholerae O1 biovar El Tor str. N16961
GCF_000276685.1	0	49	8	113	5	8	79	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Taylorella, Taylorella equigenitalis ATCC 35865
GCF_000008385.1	0	14	2	40	2	2	19	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Wolbachieae, Wolbachia, Wolbachia endosymbiont strain TRS of Brugia malayi
GCF_000018405.1	0	40	24	158	3	2	48	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfococcus, Desulfococcus oleovorans Hxd3
GCF_001700965.1	0	104	19	238	5	11	130	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas nitritireducens
GCF_000147715.2	0	54	4	304	3	3	66	Bacteria, Thermotogae, Thermotogae, Kosmotogales, Kosmotogaceae, Mesotoga, Mesotoga prima MesG1.Ag.4.2
GCF_000010305.1	0	101	9	214	3	8	68	Bacteria, FCB group, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, Gemmatimonas aurantiaca T-27
GCF_000012925.1	0	56	34	198	6	18	67	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Geobacter metallireducens GS-15
GCF_001687565.2	0	48	21	224	8	13	171	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus, Planococcus antarcticus DSM 14505
GCF_000212695.1	0	40	13	288	14	6	79	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas, Cellulomonas fimi ATCC 484
GCF_000737865.1	0	20	5	111	4	2	46	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium coryneforme
GCF_000011065.1	0	0	20	0	109	0	0	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides thetaiotaomicron VPI-5482
GCF_000328725.1	0	8	3	53	1	0	10	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma cynos C142
GCF_001050435.1	0	35	9	178	9	7	115	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus koreensis
GCF_001021025.1	0	40	10	157	6	8	79	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium epidermidicanis
GCF_000008505.1	0	0	42	0	247	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, [Bacillus thuringiensis] serovar konkukian str. 97-27
GCF_000512205.2	0	137	25	340	17	15	132	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Sphingomonas sanxanigenens DSM 19645 = NX02
GCF_000969905.1	0	41	16	175	4	1	56	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina, Methanosarcina vacuolata Z-761
GCF_000013765.1	0	90	23	217	9	17	97	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella denitrificans OS217
GCF_001421015.2	0	48	9	312	10	14	195	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus bovis
GCF_000511305.1	0	62	26	297	5	9	121	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus pyridinivorans SB3094
GCF_000026325.1	0	0	129	0	519	0	0	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli UMN026
GCF_000144625.1	0	70	6	438	6	6	109	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lacrimispora, [Clostridium] saccharolyticum WM1
GCF_000186265.1	0	108	15	200	2	5	75	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cellulophaga, Cellulophaga algicola DSM 14237
GCF_000091125.1	0	85	16	238	5	16	96	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, Sphingobium japonicum UT26S
GCF_001042675.1	0	21	4	100	1	1	42	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Parascardovia, Parascardovia denticolens DSM 10105 = JCM 12538
GCF_000025285.1	0	31	11	69	4	1	17	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Archaeoglobus, Archaeoglobus profundus DSM 5631
GCF_000024065.1	0	39	11	187	12	6	60	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Jonesiaceae, Jonesia, Jonesia denitrificans DSM 20603
GCF_000612055.1	0	48	8	175	7	4	52	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Trueperella pyogenes
GCF_000177635.2	0	63	11	152	1	8	67	Bacteria, Chrysiogenetes, Chrysiogenetes, Chrysiogenales, Chrysiogenaceae, Desulfurispirillum, Desulfurispirillum indicum S5
GCF_000732945.1	0	35	7	107	3	4	58	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium atypicum
GCF_000012685.1	0	125	30	343	9	13	98	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Myxococcus, Myxococcus xanthus DK 1622
GCF_000327485.1	0	48	7	116	2	1	21	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanoregula, Methanoregula formicica SMSP
GCF_000021805.1	0	49	12	188	6	3	81	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Rippkaea, Rippkaea orientalis PCC 8801
GCF_000014425.1	0	19	2	139	7	5	76	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus gasseri ATCC 33323 = JCM 1131
GCF_000010165.1	0	93	22	436	14	11	218	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Brevibacillus, Brevibacillus brevis NBRC 100599
GCF_000313635.1	0	9	1	57	1	0	6	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma hyorhinis SK76
GCF_000091785.1	0	72	11	160	13	19	100	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella longbeachae NSW150
GCF_001686985.1	0	126	21	712	14	18	240	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, Mesorhizobium amorphae CCNWGS0123
GCF_000014025.1	0	61	18	145	3	10	61	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter group, Arcobacter, Arcobacter butzleri RM4018
GCF_000012905.2	0	0	28	0	178	0	0	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, Rhodobacter sphaeroides 2.4.1
GCF_000018785.1	0	13	4	112	0	3	29	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma, Acholeplasma laidlawii PG-8A
GCF_000194625.1	0	53	9	86	4	1	25	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Archaeoglobus, Archaeoglobus veneficus SNP6
GCF_001547975.1	0	8	2	25	1	0	5	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma arginini
GCF_000006845.1	0	0	17	0	61	0	0	Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, Neisseria gonorrhoeae FA 1090
GCF_000008745.1	0	0	10	0	33	0	0	Bacteria, PVC group, Chlamydiae, Chlamydiia, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia, Chlamydia pneumoniae CWL029
GCF_000196695.1	0	70	28	273	3	14	123	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus hoagii 103S
GCF_000389965.1	0	124	13	425	6	18	140	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes, Actinoplanes sp. N902-109
GCF_000027225.1	0	95	32	119	6	18	225	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus, Xenorhabdus bovienii SS-2004
GCF_001314305.1	0	82	25	222	4	10	105	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas acidaminiphila
GCF_000018685.1	0	51	2	360	13	6	83	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium, Lachnoclostridium phytofermentans ISDg
GCF_000012545.1	0	14	3	54	1	0	14	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera, Methanosphaera stadtmanae DSM 3091
GCF_000007805.1	0	0	39	0	311	0	0	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas syringae group, Pseudomonas syringae group genomosp. 3, Pseudomonas syringae pv. tomato str. DC3000
GCF_000092845.1	0	40	4	174	2	3	74	Bacteria, Spirochaetes, Spirochaetia, Brachyspirales, Brachyspiraceae, Brachyspira, Brachyspira murdochii DSM 12563
GCF_000091325.1	0	104	27	284	8	16	135	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella violacea DSS12
GCF_000011345.1	0	0	14	0	67	0	0	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Thermosynechococcus, Thermosynechococcus elongatus BP-1
GCF_000016425.1	0	52	9	284	3	6	92	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Salinispora, Salinispora tropica CNB-440
GCF_001189495.1	0	30	5	120	1	3	38	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiales incertae sedis, Clostridiales Family XIII. Incertae Sedis, Eubacterium sulci ATCC 35585
GCF_001610955.1	0	46	23	206	8	6	123	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Geobacillus, Geobacillus thermoleovorans
GCF_000021825.1	0	72	15	197	10	8	119	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Gloeothece, Gloeothece citriformis PCC 7424
GCF_000147055.1	0	97	52	335	12	23	347	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya dadantii 3937
GCF_000328625.1	0	52	4	153	5	4	97	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Halanaerobiales, Halobacteroidaceae, Halobacteroides, Halobacteroides halobius DSM 5150
GCF_001078055.1	0	104	16	182	3	7	64	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Hymenobacteraceae, Rufibacter, Rufibacter sp. DG31D
GCF_000011185.1	0	24	3	107	1	0	12	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Thermoplasma, Thermoplasma volcanium GSS1
GCF_001050115.1	0	43	23	150	4	10	134	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus smithii
GCF_000018285.1	0	100	38	327	7	22	168	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella pealeana ATCC 700345
GCF_000297055.2	0	84	10	228	5	6	59	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Gallionellaceae, Sulfuricella, Sulfuricella denitrificans skB26
GCF_000148385.1	0	52	2	94	0	5	19	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Vulcanisaeta, Vulcanisaeta distributa DSM 14429
GCF_000023245.1	0	77	12	436	9	17	129	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinosynnema, Actinosynnema mirum DSM 43827
